dx,dt,time,Eval,cell midpoint,height(m),G,u(m/s),diffuse
0.3125,0.003125,137.5,996.731225724,-700.0,1.00000000009,4.57592782726e-11,6.39925504368e-11,0.025
0.3125,0.003125,137.5,996.731225724,-699.6875,1.00000000009,5.3538616169e-11,6.14905994012e-11,0.025
0.3125,0.003125,137.5,996.731225724,-699.375,1.00000000009,6.1552539845e-11,6.12960915851e-11,0.025
0.3125,0.003125,137.5,996.731225724,-699.0625,1.00000000009,6.19096759636e-11,6.1189141804e-11,0.025
0.3125,0.003125,137.5,996.731225724,-698.75,1.00000000009,6.11575584289e-11,6.09021371867e-11,0.025
0.3125,0.003125,137.5,996.731225724,-698.4375,1.00000000009,6.0422349799e-11,6.05399347131e-11,0.025
0.3125,0.003125,137.5,996.731225724,-698.125,1.00000000009,6.01487029378e-11,6.02029823721e-11,0.025
0.3125,0.003125,137.5,996.731225724,-697.8125,1.00000000009,5.9892066405e-11,5.98813452623e-11,0.025
0.3125,0.003125,137.5,996.731225724,-697.5,1.00000000009,5.95611518887e-11,5.95580451009e-11,0.025
0.3125,0.003125,137.5,996.731225724,-697.1875,1.00000000009,5.92335875321e-11,5.92338384835e-11,0.025
0.3125,0.003125,137.5,996.731225724,-696.875,1.00000000009,5.89146604639e-11,5.89095268165e-11,0.025
0.3125,0.003125,137.5,996.731225724,-696.5625,1.00000000009,5.85910968269e-11,5.85837686413e-11,0.025
0.3125,0.003125,137.5,996.731225724,-696.25,1.00000000009,5.82626205608e-11,5.82559123612e-11,0.025
0.3125,0.003125,137.5,996.731225724,-695.9375,1.00000000009,5.79412119437e-11,5.79258922531e-11,0.025
0.3125,0.003125,137.5,996.731225724,-695.625,1.00000000009,5.7622168094e-11,5.75912601544e-11,0.025
0.3125,0.003125,137.5,996.731225724,-695.3125,1.00000000009,5.72711918862e-11,5.72480822838e-11,0.025
0.3125,0.003125,137.5,996.731225724,-695.0,1.00000000009,5.68944402858e-11,5.6898536304e-11,0.025
0.3125,0.003125,137.5,996.731225724,-694.6875,1.00000000009,5.65429482871e-11,5.65496272445e-11,0.025
0.3125,0.003125,137.5,996.731225724,-694.375,1.00000000009,5.62434601679e-11,5.62016030976e-11,0.025
0.3125,0.003125,137.5,996.731225724,-694.0625,1.00000000009,5.59072941348e-11,5.58418500762e-11,0.025
0.3125,0.003125,137.5,996.731225724,-693.75,1.00000000009,5.54953979389e-11,5.5464161645e-11,0.025
0.3125,0.003125,137.5,996.731225724,-693.4375,1.00000000009,5.50832304632e-11,5.50771831014e-11,0.025
0.3125,0.003125,137.5,996.731225724,-693.125,1.00000000009,5.46933064445e-11,5.46878934712e-11,0.025
0.3125,0.003125,137.5,996.731225724,-692.8125,1.00000000009,5.43115784622e-11,5.42967989799e-11,0.025
0.3125,0.003125,137.5,996.731225724,-692.5,1.00000000009,5.39075049055e-11,5.39017774861e-11,0.025
0.3125,0.003125,137.5,996.731225724,-692.1875,1.00000000009,5.34797022052e-11,5.35055419176e-11,0.025
0.3125,0.003125,137.5,996.731225724,-691.875,1.00000000009,5.30806756607e-11,5.31163717463e-11,0.025
0.3125,0.003125,137.5,996.731225724,-691.5625,1.00000000009,5.27464054801e-11,5.27364884549e-11,0.025
0.3125,0.003125,137.5,996.731225724,-691.25,1.0000000001,5.23934164921e-11,5.23540620155e-11,0.025
0.3125,0.003125,137.5,996.731225724,-690.9375,1.0000000001,5.19607894564e-11,5.19616091488e-11,0.025
0.3125,0.003125,137.5,996.731225724,-690.625,1.0000000001,5.15143064828e-11,5.15696850123e-11,0.025
0.3125,0.003125,137.5,996.731225724,-690.3125,1.0000000001,5.11594849098e-11,5.11923077772e-11,0.025
0.3125,0.003125,137.5,996.731225724,-690.0,1.0000000001,5.08676034607e-11,5.08233682702e-11,0.025
0.3125,0.003125,137.5,996.731225724,-689.6875,1.0000000001,5.0507243918e-11,5.04426171466e-11,0.025
0.3125,0.003125,137.5,996.731225724,-689.375,1.0000000001,5.0100960077e-11,5.00435799867e-11,0.025
0.3125,0.003125,137.5,996.731225724,-689.0625,1.0000000001,4.96890063193e-11,4.96275534114e-11,0.025
0.3125,0.003125,137.5,996.731225724,-688.75,1.0000000001,4.92517125229e-11,4.91936879186e-11,0.025
0.3125,0.003125,137.5,996.731225724,-688.4375,1.0000000001,4.8785496692e-11,4.87431123582e-11,0.025
0.3125,0.003125,137.5,996.731225724,-688.125,1.0000000001,4.82931494184e-11,4.82804275018e-11,0.025
0.3125,0.003125,137.5,996.731225724,-687.8125,1.0000000001,4.77994843487e-11,4.78139299747e-11,0.025
0.3125,0.003125,137.5,996.731225724,-687.5,1.0000000001,4.73437405192e-11,4.73508898269e-11,0.025
0.3125,0.003125,137.5,996.731225724,-687.1875,1.0000000001,4.69211321209e-11,4.68892802391e-11,0.025
0.3125,0.003125,137.5,996.731225724,-686.875,1.0000000001,4.64537638324e-11,4.64191068108e-11,0.025
0.3125,0.003125,137.5,996.731225724,-686.5625,1.0000000001,4.59397257308e-11,4.59395883102e-11,0.025
0.3125,0.003125,137.5,996.731225724,-686.25,1.0000000001,4.54444459882e-11,4.54596437136e-11,0.025
0.3125,0.003125,137.5,996.731225724,-685.9375,1.0000000001,4.49791176343e-11,4.49835619476e-11,0.025
0.3125,0.003125,137.5,996.731225724,-685.625,1.0000000001,4.45232242255e-11,4.45085563873e-11,0.025
0.3125,0.003125,137.5,996.731225724,-685.3125,1.0000000001,4.40690107152e-11,4.4029130321e-11,0.025
0.3125,0.003125,137.5,996.731225724,-685.0,1.0000000001,4.35911098951e-11,4.35383075685e-11,0.025
0.3125,0.003125,137.5,996.731225724,-684.6875,1.0000000001,4.30732608837e-11,4.30325562088e-11,0.025
0.3125,0.003125,137.5,996.731225724,-684.375,1.0000000001,4.25466514571e-11,4.2514834199e-11,0.025
0.3125,0.003125,137.5,996.731225724,-684.0625,1.0000000001,4.20211673571e-11,4.19875540528e-11,0.025
0.3125,0.003125,137.5,996.731225724,-683.75,1.0000000001,4.14918659096e-11,4.1450288179e-11,0.025
0.3125,0.003125,137.5,996.731225724,-683.4375,1.0000000001,4.09458899993e-11,4.09009520139e-11,0.025
0.3125,0.003125,137.5,996.731225724,-683.125,1.00000000011,4.03712807818e-11,4.0338789191e-11,0.025
0.3125,0.003125,137.5,996.731225724,-682.8125,1.00000000011,3.9787498339e-11,3.97671085395e-11,0.025
0.3125,0.003125,137.5,996.731225724,-682.5,1.00000000011,3.92084831168e-11,3.91892331795e-11,0.025
0.3125,0.003125,137.5,996.731225724,-682.1875,1.00000000011,3.86185468928e-11,3.86058326037e-11,0.025
0.3125,0.003125,137.5,996.731225724,-681.875,1.00000000011,3.80136630578e-11,3.80189492622e-11,0.025
