dx,dt,time,Eval,cell midpoint,height(m),G,u(m/s),diffuse
0.3125,0.003125,225.5,1346.55403644,-700.0,1.00000000142,-2.09432960117e-09,-5.14635417071e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-699.6875,1.00000000187,-1.42229765548e-09,-7.30825358119e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-699.375,1.00000000172,-7.25746133077e-10,-7.46431213662e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-699.0625,1.00000000167,-6.91257562582e-10,-7.54017582791e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-698.75,1.00000000169,-7.58471518564e-10,-7.77194237087e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-698.4375,1.00000000172,-8.16936665208e-10,-8.06013670752e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-698.125,1.00000000173,-8.36050777784e-10,-8.32419668866e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-697.8125,1.00000000174,-8.54616551926e-10,-8.57795937228e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-697.5,1.00000000176,-8.82073866658e-10,-8.83935036789e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-697.1875,1.00000000177,-9.10252222934e-10,-9.10605971247e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-696.875,1.00000000179,-9.36817250002e-10,-9.37416581394e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-696.5625,1.0000000018,-9.6344986549e-10,-9.64407164242e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-696.25,1.00000000182,-9.9072693475e-10,-9.91670658914e-10,0.025
0.3125,0.003125,225.5,1346.55403644,-695.9375,1.00000000184,-1.01831624243e-09,-1.01920943691e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-695.625,1.00000000185,-1.04608974009e-09,-1.04701148313e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-695.3125,1.00000000187,-1.07412424675e-09,-1.07508385752e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-695.0,1.00000000189,-1.10245560549e-09,-1.10343704867e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-694.6875,1.00000000191,-1.13107675421e-09,-1.13207770743e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-694.375,1.00000000193,-1.15998693969e-09,-1.16101170242e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-694.0625,1.00000000195,-1.1891960556e-09,-1.19024595343e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-693.75,1.00000000197,-1.21871432511e-09,-1.21978776324e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-693.4375,1.00000000199,-1.24854581701e-09,-1.24964408494e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-693.125,1.00000000201,-1.27869756968e-09,-1.27982220006e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-692.8125,1.00000000203,-1.30917863813e-09,-1.31032980427e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-692.5,1.00000000205,-1.33999647454e-09,-1.34117467452e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-692.1875,1.00000000207,-1.37116035773e-09,-1.37236470265e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-691.875,1.0000000021,-1.40267758411e-09,-1.40390755609e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-691.5625,1.00000000212,-1.43455435732e-09,-1.43581077098e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-691.25,1.00000000214,-1.46679866428e-09,-1.46808209026e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-690.9375,1.00000000217,-1.49941874193e-09,-1.5007294195e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-690.625,1.00000000219,-1.5324231877e-09,-1.53376072851e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-690.3125,1.00000000222,-1.565820248e-09,-1.56718388206e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-690.0,1.00000000224,-1.59961521636e-09,-1.60100657577e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-689.6875,1.00000000227,-1.63381535258e-09,-1.63523694893e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-689.375,1.0000000023,-1.66843319969e-09,-1.6698837837e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-689.0625,1.00000000233,-1.70347635659e-09,-1.70495558901e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-688.75,1.00000000235,-1.73895123496e-09,-1.74046079741e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-688.4375,1.00000000238,-1.7748695972e-09,-1.77640823805e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-688.125,1.00000000241,-1.81123863301e-09,-1.81280645731e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-687.8125,1.00000000244,-1.84806502321e-09,-1.84966404578e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-687.5,1.00000000247,-1.88535876896e-09,-1.88699012712e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-687.1875,1.0000000025,-1.92312995516e-09,-1.92479415984e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-686.875,1.00000000253,-1.96138861107e-09,-1.96308575929e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-686.5625,1.00000000257,-2.00014305839e-09,-2.00187460505e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-686.25,1.0000000026,-2.03940305847e-09,-2.04117077845e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-685.9375,1.00000000263,-2.07918235772e-09,-2.08098480567e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-685.625,1.00000000267,-2.11949415397e-09,-2.12132679953e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-685.3125,1.0000000027,-2.16034190803e-09,-2.16220572249e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-685.0,1.00000000274,-2.20173169053e-09,-2.20363077177e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-684.6875,1.00000000277,-2.24367932832e-09,-2.24561216736e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-684.375,1.00000000281,-2.28619413168e-09,-2.28815980634e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-684.0625,1.00000000285,-2.32928400549e-09,-2.33128334747e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-683.75,1.00000000288,-2.37295805009e-09,-2.37499267784e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-683.4375,1.00000000292,-2.41722366505e-09,-2.41929819551e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-683.125,1.00000000296,-2.46209500163e-09,-2.46421153413e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-682.8125,1.000000003,-2.50758965663e-09,-2.50974488283e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-682.5,1.00000000304,-2.55371835958e-09,-2.55590959163e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-682.1875,1.00000000308,-2.60048555628e-09,-2.60271633834e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-681.875,1.00000000312,-2.64790447487e-09,-2.65017667842e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-681.5625,1.00000000317,-2.69599100848e-09,-2.69830266633e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-681.25,1.00000000321,-2.74475540426e-09,-2.74710588605e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-680.9375,1.00000000326,-2.79420730692e-09,-2.79659775123e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-680.625,1.0000000033,-2.84435811114e-09,-2.8467899775e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-680.3125,1.00000000335,-2.89522122213e-09,-2.89769467616e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-680.0,1.00000000339,-2.94680716631e-09,-2.94932406395e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-679.6875,1.00000000344,-2.99912923326e-09,-3.00169085654e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-679.375,1.00000000349,-3.05220193264e-09,-3.05480812382e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-679.0625,1.00000000354,-3.10603992433e-09,-3.10868888905e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-678.75,1.00000000359,-3.16065398178e-09,-3.16334572281e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-678.4375,1.00000000364,-3.21605406678e-09,-3.21879121288e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-678.125,1.00000000369,-3.27225491628e-09,-3.27503863108e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-677.8125,1.00000000374,-3.32927311657e-09,-3.33210156642e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-677.5,1.0000000038,-3.38711460807e-09,-3.38999327414e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-677.1875,1.00000000385,-3.44579397556e-09,-3.44872846526e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-676.875,1.00000000391,-3.50533692408e-09,-3.50832329624e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-676.5625,1.00000000396,-3.56575708729e-09,-3.56879298995e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-676.25,1.00000000402,-3.62706672494e-09,-3.63015210949e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-675.9375,1.00000000408,-3.6892790178e-09,-3.69241518323e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-675.625,1.00000000414,-3.75240899156e-09,-3.75559708364e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-675.3125,1.0000000042,-3.81647438801e-09,-3.81971296919e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-675.0,1.00000000426,-3.88149012555e-09,-3.8847776293e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-674.6875,1.00000000432,-3.94746808822e-09,-3.95080545493e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-674.375,1.00000000439,-4.01441936459e-09,-4.01781113513e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-674.0625,1.00000000445,-4.08235929503e-09,-4.08581062415e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-673.75,1.00000000452,-4.15130744661e-09,-4.1548213271e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-673.4375,1.00000000458,-4.22128159473e-09,-4.22486157371e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-673.125,1.00000000465,-4.29230376071e-09,-4.29595066588e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-672.8125,1.00000000472,-4.36439759657e-09,-4.36810812088e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-672.5,1.00000000479,-4.43758086581e-09,-4.44135258921e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-672.1875,1.00000000486,-4.51187190002e-09,-4.51570199697e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-671.875,1.00000000493,-4.58728504672e-09,-4.59117350409e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-671.5625,1.00000000501,-4.6638380437e-09,-4.66778420142e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-671.25,1.00000000508,-4.74154668384e-09,-4.74555102518e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-670.9375,1.00000000516,-4.82042252498e-09,-4.82449113623e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-670.625,1.00000000523,-4.90048801216e-09,-4.90462329616e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-670.3125,1.00000000531,-4.98176177056e-09,-4.98596705458e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-670.0,1.00000000539,-5.06426292443e-09,-5.06854294538e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-669.6875,1.00000000547,-5.14801652435e-09,-5.15237279674e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-669.375,1.00000000555,-5.23304570215e-09,-5.23747891931e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-669.0625,1.00000000564,-5.31937745772e-09,-5.32388375963e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-668.75,1.00000000572,-5.40703238065e-09,-5.41160874632e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-668.4375,1.00000000581,-5.49602694471e-09,-5.5006744918e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-668.125,1.0000000059,-5.58638398792e-09,-5.59110182007e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-667.8125,1.00000000599,-5.67812029463e-09,-5.68291140409e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-667.5,1.00000000608,-5.77125628239e-09,-5.77612474197e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-667.1875,1.00000000617,-5.86581352644e-09,-5.8707645147e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-666.875,1.00000000626,-5.96181961964e-09,-5.96685482064e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-666.5625,1.00000000636,-6.05930522665e-09,-6.06442021176e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-666.25,1.00000000645,-6.15828450163e-09,-6.16348425312e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-665.9375,1.00000000655,-6.25878088397e-09,-6.26407180804e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-665.625,1.00000000665,-6.36083055079e-09,-6.36620938721e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-665.3125,1.00000000675,-6.46445910238e-09,-6.46992274384e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-665.0,1.00000000686,-6.56968582775e-09,-6.57523684076e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-664.6875,1.00000000696,-6.67653743168e-09,-6.682177257e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-664.375,1.00000000707,-6.78504195344e-09,-6.7907699655e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-664.0625,1.00000000718,-6.89522661488e-09,-6.90104077271e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-663.75,1.00000000729,-7.00711491186e-09,-7.0130149594e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-663.4375,1.0000000074,-7.1207274831e-09,-7.12671778823e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-663.125,1.00000000751,-7.23609139788e-09,-7.2421756941e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-662.8125,1.00000000763,-7.35323580819e-09,-7.3594161856e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-662.5,1.00000000774,-7.47218429024e-09,-7.47846750479e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-662.1875,1.00000000786,-7.59296845524e-09,-7.59935974031e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-661.875,1.00000000798,-7.71562968579e-09,-7.72212434814e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-661.5625,1.0000000081,-7.8401947831e-09,-7.84679168137e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-661.25,1.00000000823,-7.96668928935e-09,-7.97339178495e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-660.9375,1.00000000836,-8.09514868371e-09,-8.10195550502e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-660.625,1.00000000848,-8.22560399149e-09,-8.23251339512e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-660.3125,1.00000000862,-8.35808203352e-09,-8.36509558114e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-660.0,1.00000000875,-8.49261135554e-09,-8.49973262352e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-659.6875,1.00000000888,-8.62922264615e-09,-8.63645610348e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-659.375,1.00000000902,-8.76794898285e-09,-8.77529888542e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-659.0625,1.00000000916,-8.90882531597e-09,-8.91629506567e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-658.75,1.0000000093,-9.05188743084e-09,-9.05947974209e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-658.4375,1.00000000944,-9.19717007808e-09,-9.20488884223e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-658.125,1.00000000959,-9.34471256237e-09,-9.35255936418e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-657.8125,1.00000000974,-9.49455400155e-09,-9.50252878344e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-657.5,1.00000000989,-9.64673062076e-09,-9.65483461695e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-657.1875,1.00000001004,-9.8012820729e-09,-9.80951468617e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-656.875,1.0000000102,-9.958244943e-09,-9.96660669561e-09,0.025
0.3125,0.003125,225.5,1346.55403644,-656.5625,1.00000001036,-1.01176558624e-08,-1.01261485068e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-656.25,1.00000001052,-1.0279553711e-08,-1.02881784599e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-655.9375,1.00000001068,-1.04439763983e-08,-1.04527352784e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-655.625,1.00000001085,-1.06109608298e-08,-1.06198583099e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-655.3125,1.00000001101,-1.07805490945e-08,-1.07895881297e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-655.0,1.00000001118,-1.0952784805e-08,-1.09619661665e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-654.6875,1.00000001136,-1.11277068226e-08,-1.11370341793e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-654.375,1.00000001153,-1.13053557193e-08,-1.13148349842e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-654.0625,1.00000001171,-1.14857814292e-08,-1.14954129739e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-653.75,1.0000000119,-1.16690284251e-08,-1.16788127597e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-653.4375,1.00000001208,-1.18551398999e-08,-1.18650791381e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-653.125,1.00000001227,-1.20441621841e-08,-1.20542574771e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-652.8125,1.00000001246,-1.22361388777e-08,-1.22463935383e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-652.5,1.00000001265,-1.2431119144e-08,-1.24415339663e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-652.1875,1.00000001285,-1.26291474462e-08,-1.26397257336e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-651.875,1.00000001305,-1.2830272182e-08,-1.28410167228e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-651.5625,1.00000001325,-1.30345432088e-08,-1.30454556211e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-651.25,1.00000001346,-1.32420073273e-08,-1.32530916603e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-650.9375,1.00000001367,-1.34527149049e-08,-1.34639752106e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-650.625,1.00000001388,-1.36667191617e-08,-1.36781577923e-08,0.025
0.3125,0.003125,225.5,1346.55403644,-650.3125,1.0000000141,-1.38840726873e-08,-1.38956916454e-08,0.025
