dx,dt,time,Eval,cell midpoint,height(m),G,u(m/s),diffuse
0.3125,0.003125,129.5,996.731295552,-700.0,1.00000000008,5.43352430258e-11,6.63098714302e-11,0.025
0.3125,0.003125,129.5,996.731295552,-699.6875,1.00000000008,5.94442649476e-11,6.46624688005e-11,0.025
0.3125,0.003125,129.5,996.731295552,-699.375,1.00000000008,6.46963664869e-11,6.45294166381e-11,0.025
0.3125,0.003125,129.5,996.731295552,-699.0625,1.00000000008,6.49188226995e-11,6.44543396933e-11,0.025
0.3125,0.003125,129.5,996.731295552,-698.75,1.00000000008,6.44175989458e-11,6.42634983722e-11,0.025
0.3125,0.003125,129.5,996.731295552,-698.4375,1.00000000008,6.39471673587e-11,6.40269286134e-11,0.025
0.3125,0.003125,129.5,996.731295552,-698.125,1.00000000008,6.37799694445e-11,6.38076849124e-11,0.025
0.3125,0.003125,129.5,996.731295552,-697.8125,1.00000000008,6.36148054279e-11,6.35963237803e-11,0.025
0.3125,0.003125,129.5,996.731295552,-697.5,1.00000000008,6.33964075743e-11,6.33805553425e-11,0.025
0.3125,0.003125,129.5,996.731295552,-697.1875,1.00000000008,6.31753490404e-11,6.31601765806e-11,0.025
0.3125,0.003125,129.5,996.731295552,-696.875,1.00000000008,6.29493500371e-11,6.29353910711e-11,0.025
0.3125,0.003125,129.5,996.731295552,-696.5625,1.00000000008,6.27038776372e-11,6.27068620796e-11,0.025
0.3125,0.003125,129.5,996.731295552,-696.25,1.00000000008,6.24490608448e-11,6.24794055596e-11,0.025
0.3125,0.003125,129.5,996.731295552,-695.9375,1.00000000008,6.22312256738e-11,6.22602149239e-11,0.025
0.3125,0.003125,129.5,996.731295552,-695.625,1.00000000008,6.20453261992e-11,6.20489935389e-11,0.025
0.3125,0.003125,129.5,996.731295552,-695.3125,1.00000000008,6.1844385477e-11,6.18391604298e-11,0.025
0.3125,0.003125,129.5,996.731295552,-695.0,1.00000000008,6.16368146417e-11,6.16279009239e-11,0.025
0.3125,0.003125,129.5,996.731295552,-694.6875,1.00000000008,6.14457020225e-11,6.14136528739e-11,0.025
0.3125,0.003125,129.5,996.731295552,-694.375,1.00000000009,6.12309226402e-11,6.11903288736e-11,0.025
0.3125,0.003125,129.5,996.731295552,-694.0625,1.00000000009,6.09824981496e-11,6.09556028835e-11,0.025
0.3125,0.003125,129.5,996.731295552,-693.75,1.00000000009,6.0725759353e-11,6.07130374284e-11,0.025
0.3125,0.003125,129.5,996.731295552,-693.4375,1.00000000009,6.04675918382e-11,6.04666751047e-11,0.025
0.3125,0.003125,129.5,996.731295552,-693.125,1.00000000009,6.02242455385e-11,6.02197215845e-11,0.025
0.3125,0.003125,129.5,996.731295552,-692.8125,1.00000000009,5.99756901188e-11,5.99715110534e-11,0.025
0.3125,0.003125,129.5,996.731295552,-692.5,1.00000000009,5.97195593852e-11,5.97221980748e-11,0.025
0.3125,0.003125,129.5,996.731295552,-692.1875,1.00000000009,5.94758183011e-11,5.947339985e-11,0.025
0.3125,0.003125,129.5,996.731295552,-691.875,1.00000000009,5.92407930769e-11,5.9223633966e-11,0.025
0.3125,0.003125,129.5,996.731295552,-691.5625,1.00000000009,5.90264084252e-11,5.89683084473e-11,0.025
0.3125,0.003125,129.5,996.731295552,-691.25,1.00000000009,5.87756839382e-11,5.86964406852e-11,0.025
0.3125,0.003125,129.5,996.731295552,-690.9375,1.00000000009,5.84372230665e-11,5.84027988658e-11,0.025
0.3125,0.003125,129.5,996.731295552,-690.625,1.00000000009,5.80741295533e-11,5.80994520307e-11,0.025
0.3125,0.003125,129.5,996.731295552,-690.3125,1.00000000009,5.77395445397e-11,5.78030315954e-11,0.025
0.3125,0.003125,129.5,996.731295552,-690.0,1.00000000009,5.74630531564e-11,5.75242614221e-11,0.025
0.3125,0.003125,129.5,996.731295552,-689.6875,1.00000000009,5.72451345338e-11,5.72624718193e-11,0.025
0.3125,0.003125,129.5,996.731295552,-689.375,1.00000000009,5.70401929536e-11,5.70055746138e-11,0.025
0.3125,0.003125,129.5,996.731295552,-689.0625,1.00000000009,5.67942017328e-11,5.67392389877e-11,0.025
0.3125,0.003125,129.5,996.731295552,-688.75,1.00000000009,5.64981708097e-11,5.64575781593e-11,0.025
0.3125,0.003125,129.5,996.731295552,-688.4375,1.00000000009,5.61915515123e-11,5.61640313029e-11,0.025
0.3125,0.003125,129.5,996.731295552,-688.125,1.00000000009,5.58913808606e-11,5.58621137752e-11,0.025
0.3125,0.003125,129.5,996.731295552,-687.8125,1.00000000009,5.55807075762e-11,5.55516435967e-11,0.025
0.3125,0.003125,129.5,996.731295552,-687.5,1.00000000009,5.52590359908e-11,5.52326990572e-11,0.025
0.3125,0.003125,129.5,996.731295552,-687.1875,1.00000000009,5.49406753372e-11,5.49058441514e-11,0.025
0.3125,0.003125,129.5,996.731295552,-686.875,1.00000000009,5.45890396188e-11,5.45693092421e-11,0.025
0.3125,0.003125,129.5,996.731295552,-686.5625,1.00000000009,5.42016844097e-11,5.42276180191e-11,0.025
0.3125,0.003125,129.5,996.731295552,-686.25,1.00000000009,5.38559343536e-11,5.3892782998e-11,0.025
